"","binno","t2d","t2u","t3","tPart","tGFd","tGFu","tSing","tOri","tExt","tThrough","divSIB","divCSIB","divRT","divBC","extProp","oriProp","extPC","oriPC","ext3t","ori3t","extC3t","oriC3t","extGF","oriGF","E2f3","O2f3","ext2f3","ori2f3","samp3t","sampRange"
"50",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,NA,2.44,NA,NA,NA,NA,0.6,3.68,NA,NA,4.28,NA,4.28,NA,0.138666666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,2.44,0,0,0,NA,1.04,1.64,2.78,0.54,3.14,6.86,NA,8.1,3.68,0.270753968253968,0.542555555555556,0.170298723293133,0.648404395869525,NA,NA,NA,NA,0.666048862012196,NA,0.543537414965986,NA,0.700706221040194,NA,NA,0.608
"55",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,0,1.58,0,0,2.62,0,0.64,2.14,0.1,5.82,4.3,NA,8.7,5.92,0.0767474192474192,0.314801753801754,0.0148387468945875,0.319405736341313,NA,NA,NA,NA,NA,-0.453875848568877,NA,0.05,NA,0.0693147180559945,NA,0.245166666666667
"57",57,1.58,2.74,0.78,0.7,0,0,4.74,1.46,1.74,6.22,11.02,12.7218460801953,14.16,7.96,0.458479799612153,0.438405085110967,0.252695941702913,0.211839035703834,0.442844032024409,0.892607983623572,NA,NA,0.379903242529931,0.741180243532728,0.266666666666667,0.413095238095238,0.174688974135896,0.452772275678659,0.583333333333333,0.50365873015873
"58",58,2.74,0,0,0,0,0,1.9,0.36,2.42,5.26,5.86,NA,9.94,7.68,0.435114607614608,0.226330613830614,0.378378717224317,0.0627529683142581,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.228380952380952
"59",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,0,0.58,0,0,0,0,2.6,0.8,0.24,5.38,4.66,NA,9.02,5.62,0.314107170607171,0.377354645354645,0.0451733171811842,0.140047191883645,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.191571428571429
"62",62,0.58,0,0,0,0,0,0.02,0.62,0.1,6.08,1.36,NA,6.82,6.18,0.0166666666666667,0.0954365079365079,0.016129517317339,0.101826775041744,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.100071428571429
"63",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",66,0,0.84,0,0,0,0,0.86,0.02,0.3,6.4,2.52,NA,7.58,6.7,0.15481746031746,0.116722222222222,0.0514012891625661,0.00267062785249045,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.213730158730159
"67",67,0.84,1.9,0.74,0.4,0,0.1,0.52,0.58,0.18,6.24,3.04,2.34715075388236,7.52,6.42,0.0912474747474747,0.139018037518038,0.0329161111320995,0.085205451692154,0.0198042051588556,0.668488717206935,0.0216608493924983,NA,0.014145860827754,0.689556318359613,0.0204081632653061,0.376190476190476,0.028291721655508,0.492822713708719,0.687943262411348,0.292928571428571
"68",68,1.9,1.48,1.02,0.12,0.26,0.12,2,0.76,1.58,5.24,6.46,4.30526738485549,9.58,6.82,0.368366577866578,0.287815129315129,0.266739483853604,0.142785671596615,0.519943013672266,0.242429917052488,0.297784693146761,0.0940048372985171,0.424071685094532,0.0940048372985171,0.311666666666667,0.105442176870748,0.379828248037514,0.114438780069595,0.891304347826087,0.419833333333333
"69",69,1.48,1.16,0.3,0.46,0.04,1,1.78,2.14,0.28,5.72,6.02,5.40202731416621,9.92,6,0.204504995004995,0.393841325341325,0.0572440176185894,0.330435634651557,0.562369946825048,0.304289879431189,-0.087208023960758,0.266595069446133,0.126609416012505,0.429349226696697,0.177083333333333,0.325925925925926,0.231241273426058,0.208137740359103,0.382352941176471,0.329746031746032
"70",70,1.16,3.44,0.74,1.48,0.94,0.62,0.82,1.72,0.18,7.68,5.44,7.60177476751017,10.4,7.86,0.0897345987345987,0.232421245421245,0.0265490772219391,0.20758426817275,0.117705697420294,0.951422081059927,-0.0876712449678377,0.961386832632295,-0.0899961934066053,0.461211409477463,-0.0483333333333333,0.246380952380952,-0.0183258146374831,0.285988406094575,0.330434782608696,0.363486291486291
"71",71,3.44,7.3,2.48,0.56,1.08,0.56,2.76,6.08,0.94,8.46,15.12,13.4537399506656,18.24,9.4,0.197378532277539,0.478470305102215,0.105183381503941,0.547863156186381,0.378288017996308,1.16339576102075,-0.0306283169438859,0.49052982999262,0.120734817839552,0.685087484170701,0.087,0.442440115440115,0.10630845668902,0.639166512641894,0.832428571428571,0.639631313131313
"72",72,7.3,7.84,5.02,2.46,0.44,1.52,2.3,3.18,1.4,13.14,14,14.4827617316898,20.02,14.54,0.181413189672235,0.272592541834708,0.10390344642004,0.222807178653947,0.388280262560274,0.464723907543943,0.128687181134249,0.241124566590967,0.0824229041295811,0.273796321325213,0.0549098124098124,0.104649683649684,0.0628061567323431,0.120579649185948,0.683503607503608,0.549813825063825
"73",73,7.84,8.96,5.36,1.56,2.16,1.36,6.22,3.12,2.24,14.08,20.76,18.2949293479248,25.66,16.32,0.327965551098262,0.360695063114032,0.150938728713417,0.201619285096844,0.39093798686396,0.52989695056302,0.0651727212412604,0.120980615622826,0.135372125181719,0.149435720386785,0.0732707847707848,0.0966860916860917,0.0842875220929092,0.111772229798714,0.783079365079365,0.659674819246801
"74",74,8.96,7.1,5.38,2.04,0.92,1.78,3.46,1.44,2.56,14.64,16.72,15.7024360828355,22.1,17.2,0.269127010851779,0.220898674364726,0.160267041856429,0.0953118845692435,0.516920723228222,0.281310969727229,0.134806487861038,0.0217178883012037,0.180960359535574,0.0917742572528249,0.100623154623155,0.028969696969697,0.111798229872249,0.0324438213119635,0.729706349206349,0.642007703253059
"75",75,7.1,6.06,4.4,1.94,1.34,1.38,1.38,1.44,2.64,13.44,12.78,12.875352995387,18.9,16.08,0.208364284879058,0.145017224190834,0.180366575455533,0.101451359450477,0.501445813204906,0.331112428399868,0.119523605195913,0.0053471627771682,0.162728024597316,0.0430810511290424,0.0924805194805195,0.0195663780663781,0.10424239917327,0.0240053133405458,0.695809523809524,0.549920285596756
"76",76,6.06,3.98,2.38,0.98,1.5,1.7,4.62,2.24,3.34,11.54,15.88,16.354126917864,21.74,14.88,0.365986104071566,0.315746044779468,0.257700438803623,0.179260538895653,0.982284407063396,0.54676921275899,0.506144262821555,0.165131525815092,0.344319107818141,0.0181747828422039,0.260436507936508,0.0414761904761905,0.330771131346305,0.0532871912944475,0.720748299319728,0.496583694083694
"77",77,3.98,6.16,3.14,1.78,1.6,1,2.82,3.06,0.72,13.06,11.8,13.322110217443,19.66,13.78,0.180132180554074,0.299394897477748,0.0567706624136405,0.216152065570266,0.236580140238874,0.705164939053568,0.0353382885846188,0.329803999646719,-0.0274871035412183,0.201324097906752,-0.0294761904761905,0.136349206349206,-0.0206814753506108,0.157199129198343,0.645904761904762,0.401232447291271
"78",78,6.16,6.7,3.8,0.82,1.72,2.26,1.36,3.14,0.74,15.38,14.1,11.7051907582754,20.62,16.12,0.100726144247311,0.21907619675011,0.0473595798106305,0.189845137610058,0.504894318731601,0.584992726448854,-0.0822924362340059,0.10815887261653,0.0172005771154014,0.17491624470361,0.0371349206349206,0.119428571428571,0.0423781285053058,0.141676834834443,0.828666666666667,0.579478425513255
"79",79,6.7,5.7,4.42,3.38,1.14,2.06,0.7,0.84,1.2,17.32,10.64,13.1464788072403,20.06,18.52,0.0942335189675343,0.0768092036065518,0.0670771688329159,0.0479692386148422,0.432313841113986,0.262534207129491,-0.0846624693828032,0.0612923554752358,0.0201271359592999,0.0156232715764215,-0.0171830391830392,-0.021975468975469,-0.0125521831817858,-0.0179148853923235,0.570257575757576,0.458363580519927
"80",80,5.7,5.14,3.34,2.06,2.08,0.92,1.82,0.32,3.58,14.58,12.84,15.1887643920126,20.3,18.16,0.264040440945812,0.104041241307562,0.221881459899928,0.0219030475528375,0.568047581545605,0.463204309646708,0.246319362451769,-0.123982445318899,0.208990233837368,-0.0415162856442099,0.109190476190476,-0.010468253968254,0.128474868424961,-0.00586760187132838,0.622230158730159,0.491174803009168
"81",81,5.14,5.52,3.62,1.36,1.46,0.6,2.24,0.74,3.74,11.16,13.16,12.3602515738661,17.88,14.9,0.330147664703493,0.162397190177645,0.290641075007444,0.0637633723192623,0.355539378100041,0.434370397966634,0.165259390121019,-0.0826059125301552,0.152317965355817,0.0629930871165249,0.0764603174603175,0.0296111111111111,0.0931494833891464,0.037285323200296,0.736333333333333,0.578888222888223
"82",82,5.52,4.54,3.52,0.68,0.72,1.08,2.36,0.14,1.96,9.94,10.62,8.80153325016732,14.4,11.9,0.293203652384767,0.170485910632195,0.177917376219598,0.0139720206248482,0.468009290031051,0.275090529427026,0.110651197785325,-0.0466376896668108,0.168310689547768,0.0696522554629533,0.135642857142857,0.0623333333333333,0.159136497095229,0.0741151264892375,0.840333333333333,0.624550505050505
"83",83,4.54,3.36,2.52,1.02,0.9,1.8,1.12,0.3,1.18,8.9,7.06,6.97765796215726,11.5,10.08,0.198879120879121,0.120082695082695,0.127294752253795,0.0322049886087394,0.616820577106456,0.289356714880079,0.197304520024967,0.0990767269010572,0.0416816774871886,-0.0148341749434875,0.0586666666666667,0.025,0.0660844323107744,0.03558673898459,0.721,0.505460317460317
"84",84,3.36,6.88,2.88,1.4,1.48,0,4.02,2.88,1.74,7.46,12.64,13.1346682626175,16.1,9.2,0.358027298638754,0.42959077841663,0.214140972168839,0.32897230647002,0.143378332951807,0.877857963684235,NA,0.53562750810019,0.109049360927506,0.368402202173456,0.0223333333333333,0.26972582972583,0.0253702265092701,0.339385544528307,0.675333333333333,0.541722222222222
"85",85,6.88,0,0,0,0,0,10.72,0.72,10.34,0,21.78,NA,21.78,10.34,0.967532423792836,0.52214784991261,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"86",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,0,NA,NA,NA,NA,NA,1.74,NA,0.72,NA,2.46,NA,2.46,0.72,1,0.708333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
