"","binno","t2d","t2u","t3","tPart","tGFd","tGFu","tSing","tOri","tExt","tThrough","divSIB","divCSIB","divRT","divBC","extProp","oriProp","extPC","oriPC","ext3t","ori3t","extC3t","oriC3t","extGF","oriGF","E2f3","O2f3","ext2f3","ori2f3","samp3t","sampRange"
"50",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,NA,5.18,NA,NA,NA,NA,1.12,7.92,NA,NA,9.04,NA,9.04,NA,0.119749361749362,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,5.18,5.72,2.64,1.14,NA,1.4,0.92,6.38,0.68,7.24,12.48,11.3932345377885,15.22,7.92,0.104617888990954,0.480146886824905,0.0928794863851231,0.649419459257018,0.712165235026319,0.806243041529741,0.302990361251123,NA,0.220350244586764,NA,0.148547619047619,NA,0.178287083220821,NA,0.709,0.631277056277056
"55",55,5.72,11.58,4.14,2,1.44,3.24,1.88,11.62,0.28,13.34,20.36,18.6574209541324,27.12,13.62,0.0786196592085392,0.497079344029546,0.0208329319183923,0.630481658252634,0.350846054990282,1.06034328630675,-0.0312042566327538,0.672490512769694,-0.199399643878944,0.59009593763649,-0.0369920634920635,0.365678023558829,-0.0336680749953233,0.46994002114601,0.68184126984127,0.498042589763178
"56",56,11.58,16.12,8.94,3.98,3.56,1.76,5.4,9.68,1.64,23.32,29.42,25.5711345128863,40.04,24.96,0.175385334404136,0.375566988644778,0.0679106912310308,0.348346105137053,0.267778801100372,0.603526539933369,-0.147957909161083,0.188672220022478,0.0590017642424189,0.200470448553013,0.00553921568627451,0.128195895856436,0.00661702575201977,0.144097477882548,0.691196876652759,0.547374806886477
"57",57,16.12,10.32,6.82,3.34,2.34,1,5.1,6.04,8.38,24.62,33.78,30.8282384945388,44.14,33,0.305647748547418,0.252077089926706,0.295968941697163,0.22146891355851,0.881508808902565,0.430659154551049,0.390795014510247,0.0486088429280133,0.561445885181511,0.0887182243804827,0.325590179966307,0.0126580086580087,0.409520957009778,0.0153433737996065,0.675258352758353,0.581322614404221
"58",58,10.32,8.78,2.5,1.46,1.48,1.82,4.12,7.96,7.64,23.02,27.06,27.6936922588897,42.74,30.66,0.275494876398256,0.282019296308436,0.291934424263918,0.300265432669973,1.50245150978627,1.32640223645485,1.01460176288716,0.92869708280296,0.735515350909984,0.666784685213862,0.457547369297369,0.409886668886669,0.651183006354303,0.55193423915442,0.652571428571429,0.319888662452049
"59",59,8.78,10.38,2.32,1.38,1.3,4.76,4.2,11.06,4.08,26.9,26.26,27.6391783809015,46.24,30.98,0.179184506808117,0.330550014482003,0.143240467501203,0.348410364352288,1.36361364626408,1.54594647866655,0.819741108288998,1.06860134279332,0.184954796781426,0.908072377101841,0.167163891663892,0.550321761571762,0.201031987007221,0.851897821724728,0.614480077745384,0.258402787674676
"60",60,10.38,12.62,7.1,5.16,2.88,0.88,5.3,7.62,4.48,33.48,26.22,27.5460253424992,50.88,37.96,0.191133984589501,0.252680041228702,0.125436130766991,0.206038859729961,0.38646595387425,0.590579878087032,-0.00423863356412633,0.0651192549517659,0.167354644437264,0.162398878185149,0.0299746670598064,0.0983265018995602,0.032131279875083,0.109971650690692,0.584346681096681,0.266310108392255
"61",61,12.62,8.88,3,1.32,1.68,1.2,12.5,8.08,11.94,29.16,44.44,41.0151626495426,61.68,41.1,0.396480519442437,0.333639110932548,0.344656127958865,0.245753585893435,1.51294541001362,1.1488108320496,0.689256189110535,0.587872513357256,0.964515397075107,0.541308249575382,0.549379365732307,0.333230935730936,0.840670973289311,0.444497390789342,0.710690476190476,0.409518331351121
"62",62,8.88,4.62,2.82,3.26,0.6,5,3.46,4.46,5.08,32.16,20.74,29.6139121115566,45.16,37.24,0.18882612467446,0.17532286295079,0.147161635616618,0.131094894518266,1.20483059598483,0.516855509320006,0.282903658338686,0.126150921881629,0.0914932919440362,0.169824915577378,0.10266958041958,0.0244047619047619,0.116066757112019,0.0282809731640274,0.473690476190476,0.241100146982663
"63",63,4.62,5.7,2.98,4,4.94,1.4,0.72,2.22,4.48,32.14,13.68,21.3798306474371,39.56,36.62,0.131391360197168,0.0742357535959162,0.131009515654363,0.0669389063703191,0.48124620006782,0.727327591142905,0.209022785663721,-0.0963616297601795,0.0300795072233152,-0.207495038646809,-0.0232460317460317,-0.107686868686869,-0.0183943720890851,-0.0970170735857607,0.421095238095238,0.195853792755137
"64",64,5.7,10.08,3.12,0.96,2.72,1.1,7.9,4.54,7.28,27.08,28.96,23.1333927355953,46.8,34.36,0.324535977538337,0.265930622759431,0.238481784758333,0.156140005803204,0.61007382396271,1.1910538586226,0.348314861021097,0.27032900904515,0.258607611423845,0.51358380789284,0.160111111111111,0.361556943056943,0.189276230172442,0.488625967127624,0.779591836734694,0.342645785591059
"65",65,10.08,14.16,3.98,1.18,0.78,2.64,10.84,9.12,7.56,24.06,37.06,29.1934276693075,51.58,31.62,0.357084262126953,0.38742018281767,0.275378713089172,0.324097022783325,0.971491548893862,1.31611765288543,0.574808685013922,1.04438283514667,0.379867080032087,0.977436563960237,0.272815406815407,0.589974006128031,0.339919772034548,0.916138301412814,0.780071428571429,0.396868209228661
"66",66,14.16,10.34,6.16,2.96,1.54,1.26,7.54,4.38,8.62,24.56,29.36,26.1005767922445,45.1,33.18,0.35805866646549,0.263690360785453,0.302762409895787,0.16360183945364,0.848446712565837,0.523678180364893,0.241328561122758,0.253291453070914,0.512545872366894,0.222247674105888,0.325670770062411,0.149168236562199,0.414902594603107,0.170379254183791,0.685041680541681,0.359263175557123
"67",67,10.34,12.26,3.04,2.18,2.04,2.02,4.3,6.4,8.08,20.86,27.7,32.3174638337068,39.64,28.94,0.310051324265517,0.269722301956744,0.328700291412188,0.270258458707489,1.33205941860874,1.50528713257206,0.76810236811286,1.10860426869212,0.563963044309125,0.700398896393562,0.312936187995012,0.42607547577981,0.396809379499324,0.583551873632003,0.576746031746032,0.429889722014274
"68",68,12.26,7.08,3.74,2.68,0.82,0,13.6,1.8,13.86,13.4,35.5,37.817158144046,42.66,27.26,0.643706136618113,0.360687247698892,0.71519873629682,0.129136739891485,1.22662583265075,0.673680151116212,1.18692844305119,0.0665619996731335,0.865303367614115,0.310309546701742,0.390124466778492,0.181591630591631,0.528593797821216,0.21450108354879,0.587539682539683,0.465037158919512
"69",69,7.08,5.16,0.42,0.04,0.02,0.32,22.64,9.88,8.9,6.3,45.16,28.9321942032111,47.72,15.2,0.661262032719347,0.681686134237846,0.911103249540948,0.971046917978282,1.84981209464717,1.64544832636233,1.44330912488753,1.08474342810366,1.80900938929421,1.55519577751539,0.881309523809524,0.909190476190476,1.78366782003745,1.51251523981979,0.947368421052632,0.59702380952381
"70",70,5.16,7.3,3.14,2.02,0.04,3.36,8.86,5.84,0.84,15.34,19.9,20.7278786933451,30.88,16.18,0.312130561108792,0.476073272756601,0.0524785859471636,0.323755713903335,0.529867210471204,0.88214662936844,0.217982492629328,0.803872976557968,-0.180479991694222,0.609227890288661,-0.0350738705738706,0.270086746586747,-0.0278218983502392,0.363542343140029,0.637928571428571,0.288541582084926
"71",71,7.3,19.7,3.88,1.38,3.58,2.24,8.06,20.92,2.98,18.2,38.6,31.4638811055302,50.16,21.18,0.218559017671586,0.576424736334382,0.151809395319624,0.76708434329918,0.652793646966428,1.66990705107943,0.253032195652067,1.15641404867893,0.142597768828358,0.886604001052348,0.139234487734488,0.578845806147159,0.159926666413751,0.884697797456261,0.74684126984127,0.364602240552705
"72",72,19.7,21.48,11.16,5.4,1.92,4.72,13.58,11.06,7.82,31.3,48.58,43.0288570981094,63.76,39.12,0.335377337063888,0.386165684296234,0.224724578327745,0.305335225524996,0.578212010314105,0.664689157208783,0.195374492238167,0.352804439366907,0.169262411034022,0.379575449320996,0.117647659900063,0.194876713612058,0.129134085741244,0.227604844534007,0.678324979443165,0.517651497616557
"73",73,21.48,25.26,10.8,4.96,5.08,0.96,21.54,11.64,15.1,27.26,65.16,56.5668821420154,75.54,42.36,0.484959570953671,0.439492523467893,0.442796145132157,0.359178837006675,0.696086199861825,0.860097266100596,0.494044505412057,0.460335814786235,0.462254180222802,0.375703049110556,0.215415436384569,0.278162418193646,0.250087878854769,0.332303318820611,0.687648923058366,0.622007401813121
"74",74,25.26,16.38,10.1,2.18,0.88,2.88,18.1,10.42,17.02,21.88,61.54,44.6079785684065,67.42,38.9,0.520979789376902,0.423004799777245,0.578430095465816,0.39163204438831,0.931113421389002,0.492731490936765,0.387639920325702,0.109893972860827,0.598664997056507,0.346283175956082,0.396676787739137,0.218416742957765,0.512013901668685,0.252188493997759,0.822855711282182,0.731903940300737
"75",75,16.38,10.2,7.4,5.26,0.86,0,7.56,4.26,8.16,24.14,31.34,32.058122151088,44.12,32.3,0.355576770516372,0.26652801926182,0.292143651845404,0.162349324918982,0.800717284071102,0.327126166390827,NA,0.12508447194106,0.53814003059931,0.135258117448737,0.171822311506414,0.0179097177332471,0.196474926664379,0.0195910708760066,0.588024753024753,0.473509227809228
"76",76,10.2,0,0,0,0,7.42,6.02,1.9,6.08,22.32,23.96,NA,36.32,28.4,0.33282623823849,0.217500258168931,0.242592381708671,0.0826651979843199,NA,NA,NA,NA,0.327896391006046,NA,0.265901098901099,NA,0.327896391006046,NA,NA,0.448993632418642
"77",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",78,0,0,0,0,0,0,3.1,2.92,2.68,21.54,18.06,NA,30.24,24.22,0.191255987261289,0.199229853712269,0.11820052007822,0.127873320033764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437719215933356
"79",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",80,0,8.52,0,0,8.98,0,4.62,5.26,4.26,20.2,20.9,NA,34.34,24.46,0.259880464345173,0.288172375159554,0.194115297725244,0.232220919195394,NA,NA,NA,NA,NA,-0.0657802556522425,NA,0.055965922965923,NA,0.0655905468645417,NA,0.335530671848056
"81",81,8.52,16.68,5.3,2.98,0,0,8.64,7.82,7.6,17.86,34.7,33.5423301212832,41.92,25.46,0.386722554513269,0.392311579303002,0.355009461655172,0.366184966255019,0.499217607291068,1.19344393474657,NA,NA,0.33381568962975,0.882791629598493,0.0732182262182262,0.427541308708491,0.0818537031532917,0.575860141311083,0.634747474747475,0.600366701066391
"82",82,16.68,0,0,0,0,3.86,7.02,1.7,18.96,6.72,31.46,NA,34.4,25.68,0.755423359791781,0.253936924349463,1.36080060083404,0.230513572362686,NA,NA,NA,NA,1.51364502426199,NA,0.766796992481203,NA,1.51364502426199,NA,NA,0.563650793650794
"83",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,0,2.56,0,0,2.16,0,6.06,0.8,4.92,3.5,13.86,NA,15.28,8.42,0.7193604467428,0.447458988723695,0.887328521680437,0.203823392499758,NA,NA,NA,NA,NA,0.211613155571459,NA,0.211666666666667,NA,0.313365082276106,NA,0.610333333333333
"85",85,2.56,0.7,0.7,0.32,0,NA,2.68,0,3.02,1.28,6.4,4.34979937374216,6.98,4.3,0.808594516594517,0.363854978354978,1.23396335115758,0,0.903161121905259,0,NA,NA,NA,0,NA,0,NA,0,0.702127659574468,0.57
"86",86,0.7,NA,NA,NA,NA,NA,0.34,NA,1.28,NA,1.62,NA,1.62,1.28,1,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
